,Player,Nation,Born
2216,Enda Stevens,ie IRL,1990.0
2217,Marco Stiepermann,de GER,1991.0
2220,Vlatko Stojanovski,mk MKD,1997.0
2223,Christian Strohdiek,de GER,1988.0
2233,Marek Suchý,cz CZE,1988.0
2237,Stoppila Sunzu,zm ZAM,1989.0
2242,Bosko Sutalo,hr CRO,2000.0
2249,Andrea Tabanelli,it ITA,1990.0
2250,Tachi,es ESP,1997.0
2251,Panagiotis Tachtsidis,gr GRE,1991.0
2254,Mahdi Talal,fr FRA,1997.0
2257,Japhet Tanganga,eng ENG,1999.0
2258,Adil Taoui,fr FRA,2001.0
2259,Edmond Tapsoba,bf BFA,1999.0
2265,Neil Taylor,wal WAL,1989.0
2269,Álvaro Tejero,es ESP,1996.0
2270,Bernard Tekpetey,gh GHA,1997.0
2271,Nathan Tella,eng ENG,1999.0
2273,Lino Tempelmann,de GER,1999.0
2278,Aleksa Terzić,rs SRB,1999.0
2280,Alexander Tettey,no NOR,1986.0
2282,Malick Thiaw,de GER,2001.0
2283,Jan Thielmann,de GER,2002.0
2285,Jordan Thomas,eng ENG,2001.0
2286,Luke Thomas,eng ENG,2001.0
2290,Max Thompson,eng ENG,2002.0
2291,Morten Thorsby,no NOR,1996.0
2293,Khéphren Thuram-Ulie,fr FRA,2001.0
2295,Kieran Tierney,sco SCO,1997.0
2307,Takehiro Tomiyasu,jp JPN,1998.0
2309,Fikayo Tomori,eng ENG,1997.0
2311,Sandro Tonali,it ITA,2000.0
2315,Ernesto Torregrossa,it ITA,1992.0
2318,Óliver Torres,es ESP,1994.0
2320,Roberto Torres,es ESP,1989.0
2329,Aleksandar Trajkovski,mk MKD,1992.0
2338,Miguel Trauco,pe PER,1992.0
2339,Luca Tremolada,it ITA,1991.0
2340,Trézéguet,eg EGY,1994.0
2342,Christopher Trimmel,at AUT,1987.0
2343,Alessandro Tripaldelli,it ITA,1999.0
2346,Leandro Trossard,be BEL,1994.0
2347,Tom Trybull,de GER,1993.0
2349,Georgi Tunjov,ee EST,2001.0
2350,Gennaro Tutino,it ITA,1996.0
2352,Hwang Ui-jo,kr KOR,1992.0
2360,Álvaro Vadillo,es ESP,1994.0
2364,Germán Valera,es ESP,2002.0
2365,Antoine Valerio,fr FRA,1999.0
2368,Martin Valjent,sk SVK,1995.0
2371,Manu Vallejo,es ESP,1997.0
2372,Luca Valls,fr FRA,1998.0
2378,Matías Vargas,ar ARG,1997.0
2379,Ruben Vargas,ch SUI,1998.0
2380,Thibaut Vargas,fr FRA,2000.0
2381,Sebastian Vasiliadis,gr GRE,1997.0
2382,Indiana Vassilev,us USA,2001.0
2383,Denis Vavro,sk SVK,1996.0
2390,Unai Vencedor Paris,es ESP,2000.0
2392,Brayan Vera,co COL,1999.0
2397,Birger Verstraete,be BEL,1994.0
2403,Fede Vico,es ESP,1994.0
2406,Clément Vidal,fr FRA,2000.0
2412,Gonzalo Villar,es ESP,1998.0
2413,Juan Villar,es ESP,1988.0
2415,Luigi Vitale,it ITA,1987.0
2417,Mattia Viviani,it ITA,2000.0
2421,Jake Vokins,eng ENG,2000.0
2423,Mario Vrančić,ba BIH,1989.0
2425,Giacomo Vrioni,al ALB,1998.0
2440,Sebastian Walukiewicz,pl POL,2000.0
2446,Kelland Watts,eng ENG,1999.0
2448,Adam Webster,eng ENG,1995.0
2461,Brandon Williams,eng ENG,2000.0
2463,Neco Williams,wal WAL,2001.0
2468,Harry Wilson,wal WAL,1997.0
2470,Florian Wirtz,de GER,2003.0
2472,Hannes Wolf,at AUT,1999.0
2474,Nick Woltemade,de GER,2002.0
2480,Yusuf Yazıcı,tr TUR,1997.0
2493,Arthur Zagre,fr FRA,2001.0
2498,Luca Zanimacchia,it ITA,1998.0
2509,Christoph Zimmermann,de GER,1993.0
2512,Joshua Zirkzee,nl NED,2001.0
2513,Richairo Živković,nl NED,1996.0
2514,Jaromír Zmrhal,cz CZE,1993.0
2516,Ben Zolinski,de GER,1992.0
2523,Szymon Żurkowski,pl POL,1997.0
2525,Martin Ødegaard,no NOR,1998.0
2527,,,
4,Sabit Abdulai,gh GHA,1999.0
6,Laurent Abergel,fr FRA,1993.0
8,Pape Abou Cisse,sn SEN,1995.0
12,Gennaro Acampora,it ITA,1994.0
14,Ragnar Ache,de GER,1998.0
15,Marcos Acuña,ar ARG,1991.0
19,Tosin Adarabioyo,eng ENG,1997.0
22,Andrea Adorante,it ITA,2000.0
25,Felix Agu,de GER,1999.0
30,Naouirou Ahamada,fr FRA,2002.0
31,Matteo Ahlinvi,bj BEN,1999.0
32,Cheikh Ahmadou Dieng,sn SEN,2000.0
39,Semi Ajayi,ng NGA,1993.0
45,Paul Akouokou,ci CIV,1997.0
46,Jean-Daniel Akpa-Akpro,ci CIV,1992.0
50,Jony Álamo,es ESP,2001.0
60,Omar Alderete,py PAR,1996.0
66,Alfon,es ESP,1999.0
67,Mohamed Ali Cho,fr FRA,2004.0
68,Ezgjan Alioski,mk MKD,1992.0
86,Jon Ander Garrido,es ESP,1989.0
90,Elliot Anderson,sco SCO,2002.0
99,Davide Angelo Ghislandi,it ITA,2001.0
100,Philip Ankhrah,gh GHA,2002.0
104,Valentin Antov,bg BUL,2000.0
108,Aritz Arambarri,es ESP,1998.0
116,Karim Aribi,dz ALG,1994.0
117,Unai Arietaleanizbeaskoa,es ESP,1999.0
120,Toluwalas Arokodare,ng NGA,2000.0
121,Sergio Arribas,es ESP,2001.0
122,Tolgay Arslan,de GER,1990.0
139,Mehmet-Can Aydin,de GER,2002.0
142,Luke Ayling,eng ENG,1991.0
147,Loïc Bade,fr FRA,2000.0
150,Miguel Baeza,es ESP,2000.0
158,Dilane Bakwa,fr FRA,2002.0
166,Botond Balogh,hu HUN,2002.0
169,Robson Bambu,br BRA,1997.0
170,Patrick Bamford,eng ENG,1993.0
173,Simon Banza,fr FRA,1996.0
177,Barcia,es ESP,2000.0
188,Marc Baró Ortiz,es ESP,1999.0
193,Jacob Barrett Laursen,dk DEN,1994.0
196,Paolo Bartolomei,it ITA,1989.0
202,Simone Bastoni,it ITA,1996.0
205,Rodrigo Battaglia,ar ARG,1991.0
217,Donny van de Beek,nl NED,1997.0
219,Brian Behrendt,de GER,1991.0
227,Jude Bellingham,eng ENG,2003.0
232,Salim Ben Seghir,fr FRA,2003.0
235,Samy Benchama,fr FRA,2000.0
242,Sergio Benito,es ESP,1999.0
244,Djamel Benlamri,dz ALG,1989.0
246,Saïd Benrahma,dz ALG,1995.0
249,Josh Benson,eng ENG,1999.0
271,Bartosz Bialek,pl POL,2001.0
290,Jayden Bogle,eng ENG,2000.0
300,Sven Botman,nl NED,2000.0
307,Ismaëlben Boura,fr FRA,2000.0
316,Jayden Braaf,nl NED,2002.0
322,Lilian Brassier,fr FRA,1999.0
323,Álvaro Bravo,es ESP,1998.0
327,Rhian Brewster,eng ENG,2000.0
337,Juan Brunet,ar ARG,1998.0
338,Juan Brunetta,ar ARG,1997.0
339,Cédric Brunner,ch SUI,1994.0
344,Kean Bryan,eng ENG,1996.0
352,Nishan Burkart,ch SUI,2000.0
357,Maxime Busi,be BEL,1999.0
359,Oskar Buur,dk DEN,1998.0
361,Jimmy Cabot,fr FRA,1994.0
378,Kerim Calhanoglu,de GER,2002.0
384,Dani Calvo,es ESP,1994.0
399,Isaac Carcelen,es ESP,1993.0
402,Ian Carlo Poveda,eng ENG,2000.0
404,Juan Carlos,es ESP,1991.0
407,Sergio Carreira,es ESP,2000.0
413,Matty Cash,eng ENG,1997.0
414,Giuseppe Caso,it ITA,1998.0
430,Bersant Celina,xk KVX,1996.0
434,Sava Cestic,de GER,2001.0
437,Mehdi Chahiri,ma MAR,1996.0
440,Aníbal Chalá,ec ECU,1996.0
441,Trevoh Chalobah,eng ENG,1999.0
457,Pedro Chirivella,es ESP,1997.0
465,Víctor Chust,es ESP,2000.0
468,Antonio Cioffi,it ITA,2002.0
469,Tim Civeja,de GER,2002.0
472,Jonathan Clauss,fr FRA,1992.0
488,Liam Cooper,sco SCO,1991.0
504,David Pereira da Costa,pt POR,2001.0
510,Vladimír Coufal,cz CZE,1992.0
513,Mamadou Coulibaly,sn SEN,1999.0
515,Tanguy Coulibaly,fr FRA,2001.0
522,Juan Cruz Armada,es ESP,1992.0
524,Adrián Cubas,py PAR,1996.0
525,Sergio Cubero Ezcurra,es ESP,1999.0
531,Giuseppe Cuomo,it ITA,1998.0
545,Stuart Dallas,nir NIR,1991.0
547,Mikkel Damsgaard,dk DEN,2000.0
548,Flavius Daniliuc,at AUT,2001.0
551,Tiago Dantas,pt POR,2000.0
554,Márton Dárdai,de GER,2002.0
558,Jonathan David,ca CAN,2000.0
563,Leif Davis,eng ENG,2000.0
572,Thibault De Smet,be BEL,1998.0
582,Liam Delap,eng ENG,2003.0
597,Emmanuel Dennis,ng NGA,1997.0
606,Sergiño Dest,us USA,2000.0
615,Alessandro Di Pardo,it ITA,1999.0
616,Giuseppe Di Serio,it ITA,2001.0
618,Abdoulay Diaby,ml MLI,1991.0
620,Mbaye Diagne,sn SEN,1991.0
629,Stéphane Diarra,fr FRA,1998.0
632,Rúben Dias,pt POR,1997.0
633,Krepin Diatta,sn SEN,1999.0
639,Daan Dierckx,be BEL,2003.0
646,Eren Dinkçi,de GER,2001.0
647,Sinaly Diomande,ci CIV,2001.0
660,Ritsu Doan,jp JPN,1998.0
661,Mihai Dobre,ro ROU,1998.0
663,Jeremy Doku,be BEL,2002.0
667,John Donald,es ESP,2000.0
672,Lucas Douath,fr FRA,2003.0
674,Cheick Doucouré,ml MLI,2000.0
675,Fodé Doucouré,ml MLI,2001.0
677,Idrissa Doumbia,ci CIV,1998.0
681,Denis Drăguș,ro ROU,1999.0
682,Radu Drăgușin,ro ROU,2002.0
683,Mouhamadou Drammeh,fr FRA,1999.0
697,Jimmy Dunne,ie IRL,1997.0
703,Eric Junior Dina Ebimbe,fr FRA,2000.0
704,Steeve-Mike Ebongue,fr FRA,2001.0
705,Enzo Ebosse,fr FRA,1999.0
708,Kyle Edwards,eng ENG,1998.0
712,Lilian Egloff,de GER,2002.0
715,Hugo Ekitike,fr FRA,2002.0
716,Niclas Eliasson,se SWE,1995.0
723,Sepe Elye Wahi,fr FRA,2003.0
726,Manu Emmanuel Gyabuaa,it ITA,2001.0
730,Keita Endo,jp JPN,1997.0
731,Wataru Endo,jp JPN,1993.0
734,Martin Erlic,hr CRO,1998.0
737,Dani Escriche,es ESP,1998.0
739,Alfonso Espino,uy URU,1992.0
741,Nahuel Estévez,ar ARG,1995.0
743,Yoann Etienne,fr FRA,1997.0
748,Eberechi Eze,eng ENG,1998.0
752,Bandiougou Fadiga,fr FRA,2001.0
754,Wout Faes,be BEL,1998.0
755,Nicolò Fagioli,it ITA,2001.0
757,Fali,es ESP,1993.0
776,Álex Fernández,es ESP,1992.0
786,Salvador Ferrer,es ESP,1998.0
789,Fidel,es ESP,1989.0
796,Kingsley Fobi,gh GHA,1998.0
804,Ramón Folch,es ESP,1989.0
807,José Fontán,es ESP,2000.0
809,Fernando Forestieri,it ITA,1990.0
812,Philipp Förster,de GER,1995.0
816,Daam Foulon,be BEL,1999.0
827,Jeremie Frimpong,nl NED,2000.0
833,Darnell Furlong,eng ENG,1995.0
834,Baptiste Gabard,fr FRA,2000.0
840,Adolfo Gaich,ar ARG,1999.0
843,Conor Gallagher,eng ENG,2000.0
857,Sergi García,es ESP,1999.0
862,Christian Gebauer,at AUT,1993.0
870,Hamadi Al Ghaddioui,ma MAR,1990.0
878,Álvaro Giménez,es ESP,1991.0
883,Robert Glatzel,de GER,1994.0
889,Amer Gojak,ba BIH,1997.0
891,Vladimir Golemić,si SVN,1991.0
893,Tomislav Gomelt,hr CRO,1995.0
895,Dani Gómez,es ESP,1998.0
910,Sergio González,es ESP,1997.0
911,Urko González,es ESP,2001.0
924,Adrian Grbić,at AUT,1996.0
929,Sebastian Griesbeck,de GER,1990.0
935,Kamil Grosicki,pl POL,1988.0
936,Ilia Gruev,bg BUL,2000.0
944,Evann Guessand,fr FRA,2001.0
945,Kelyan Guessoum,fr FRA,1999.0
947,Lamine Gueye,sn SEN,1998.0
948,Pape Gueye,fr FRA,1999.0
956,Robert Gumny,pl POL,1998.0
961,Malo Gusto,fr FRA,2003.0
962,Raúl Guti,es ESP,1996.0
963,Marcos Mauro López Gutiérrez,ar ARG,1991.0
964,Emmanuel Gyasi,gh GHA,1994.0
968,Antwoine Hackford,eng ENG,2004.0
976,Pierre-Yves Hamel,fr FRA,1994.0
981,Jack Harrison,eng ENG,1996.0
982,Marcel Hartel,de GER,1996.0
991,Michael Hector,jm JAM,1992.0
992,Hwang Hee-chan,kr KOR,1996.0
999,Eduardo Henrique,br BRA,1995.0
1000,Luis Henrique,br BRA,2001.0
1002,Jérôme Hergault,fr FRA,1986.0
1006,Pablo Hernández,es ESP,1985.0
1016,Aaron Hickey,sco SCO,2002.0
1020,Ki-Jana Hoever,nl NED,2002.0
1027,Jordan Holsgrove,sco SCO,1999.0
1029,Matthew Hoppe,us USA,2001.0
1031,Fraser Hornby,sco SCO,1999.0
1033,Ajdin Hrustic,au AUS,1996.0
1036,Niall Huggins,wal WAL,2000.0
1039,Klaas-Jan Huntelaar,nl NED,1983.0
1050,Oussama Idrissi,ma MAR,1996.0
1052,Iglesias,es ESP,1998.0
1058,Ilaix,es ESP,2003.0
1059,Ivan Ilić,rs SRB,2001.0
1064,Riccardo Improta,it ITA,1993.0
1069,Roberto Insigne,it ITA,1994.0
1075,Ardian Ismajli,al ALB,1996.0
1076,Branislav Ivanović,rs SRB,1984.0
1078,Jairo Izquierdo,es ESP,1993.0
1086,Alexandre Jankewitz,ch SUI,2001.0
1092,Luis Javier Suárez,co COL,1997.0
1102,Marco John,de GER,2002.0
1110,Josan,es ESP,1989.0
1114,Josema,es ESP,1996.0
1115,Jota,pt POR,1999.0
1126,Jens Jønsson,dk DEN,1993.0
1131,Tino Kadewere,zw ZIM,1996.0
1132,Damian Kądzior,pl POL,1992.0
1135,Sasa Kalajdzic,at AUT,1997.0
1136,Arnaud Kalimuendo,fr FRA,2002.0
1140,Pierre Kalulu,fr FRA,2000.0
1153,Atakan Karazor,de GER,1996.0
1154,Augustus Kargbo,sl SLE,1999.0
1164,Stephane Keller,cm CMR,2001.0
1169,Reda Khadra,de GER,2001.0
1170,Omar Khailoti,it ITA,2001.0
1185,Klauss,br BRA,1997.0
1187,Philipp Klement,de GER,1992.0
1188,Mateusz Klich,pl POL,1990.0
1189,Mateo Klimowicz,de GER,2000.0
1190,Fabian Klos,de GER,1987.0
1195,Ansgar Knauff,de GER,2002.0
1203,Koba Koindredi,fr FRA,2001.0
1205,Aleksandr Kokorin,ru RUS,1991.0
1226,Boubakar Kouyaté,ml MLI,1997.0
1229,Viktor Kovalenko,ua UKR,1996.0
1233,Jean-Philippe Krasso,fr FRA,1997.0
1235,Filip Krovinović,hr CRO,1995.0
1242,Kuki,es ESP,1998.0
1246,Fabian Kunze,de GER,1998.0
1255,Tom Lacoux,fr FRA,2002.0
1256,Maxence Lacroix,fr FRA,2000.0
1263,Sam Lammers,nl NED,1997.0
1269,Julien Laporte,fr FRA,1993.0
1279,Lauti,uy URU,2001.0
1284,Jérémy Le Douaron,fr FRA,1998.0
1285,Enzo Le Fée,fr FRA,2000.0
1286,Vincent Le Goff,fr FRA,1989.0
1299,Fabien Lemoine,fr FRA,1987.0
1306,Khanya Leshabela,za RSA,1999.0
1315,Dimitris Limnios,gr GRE,1998.0
1346,Jordan Lotomba,ch SUI,1998.0
1349,Max Lowe,eng ENG,1997.0
1354,Jan Luca Schuler,de GER,1999.0
1357,Anderson Lucoqui,ao ANG,1997.0
1358,Jeison Lucumí,co COL,1995.0
1359,Kilian Ludewig,de GER,2000.0
1363,Florentino Luís,pt POR,1999.0
1365,Luismi,es ESP,1992.0
1379,Tim Maciejewski,de GER,2001.0
1382,Mikail Maden,no NOR,2002.0
1386,Giulio Maggiore,it ITA,1998.0
1402,Marco Majouga,fr FRA,2001.0
1406,Adilson Malanda,fr FRA,2001.0
1407,Filip Malbašić,rs SRB,1992.0
1414,Mickael Malsa,mq MTQ,1995.0
1415,Dennis Man,ro ROU,1998.0
1430,Juan Manuel Ramos,uy URU,1996.0
1433,Sekou Mara,fr FRA,2002.0
1434,Maranhão,br BRA,1996.0
1440,Riccardo Marchizza,it ITA,1998.0
1442,Iván Marcone,ar ARG,1990.0
1445,José Mari,es ESP,1987.0
1452,Răzvan Marin,ro ROU,1996.0
1457,Luca Marrone,it ITA,1990.0
1462,Álex Martín,es ESP,1998.0
1465,Lucas Martínez Quarta,ar ARG,1996.0
1473,Sylvain Marveaux,fr FRA,1986.0
1474,Marvin,es ESP,2000.0
1477,Roberto Massimo,de GER,2000.0
1478,Giuseppe Mastinu,it ITA,1991.0
1482,Pape Matar Sarr,sn SEN,2002.0
1483,Eliot Matazo,be BEL,2002.0
1490,Chrislain Matsima,fr FRA,2002.0
1493,Tony Mauricio,fr FRA,1994.0
1499,Youssef Maziz,fr FRA,1998.0
1500,Antonio Mazzotta,it ITA,1989.0
1504,Jean-Manuel Mbom,de GER,2000.0
1515,Facundo Medina,ar ARG,1999.0
1516,Nathan de Medina,be BEL,1997.0
1523,Filippo Melegoni,it ITA,1999.0
1525,Birger Meling,no NOR,1994.0
1527,Houboulang Mendes,fr FRA,1998.0
1532,Eñaut Mendía,es ESP,1999.0
1533,Batista Mendy,fr FRA,2000.0
1545,Junior Messias,br BRA,1991.0
1549,Omenuke Mfulu,cd COD,1994.0
1552,Edouard Michut,fr FRA,2003.0
1554,Valentin Mihaila,ro ROU,2000.0
1560,Luis Milla,es ESP,1994.0
1562,Alejandro Millán,es ESP,1999.0
1564,Enzo Millot,fr FRA,2002.0
1571,Óscar Mingueza,es ESP,1999.0
1572,Rafa Mir,es ESP,1997.0
1574,Aleksei Miranchuk,ru RUS,1995.0
1581,Jakub Moder,pl POL,1999.0
1585,Terem Moffi,ng NGA,1999.0
1590,Guillem Molina,es ESP,2000.0
1592,Nahuel Molina,ar ARG,1997.0
1593,Salvatore Molina,it ITA,1992.0
1596,Jayson Molumby,ie IRL,1999.0
1597,Alkhaly Momo Cissé,gn GUI,2002.0
1610,Jon Morcillo,es ESP,1998.0
1615,Tete Morente,es ESP,1996.0
1620,Aimen Moueffek,fr FRA,2001.0
1621,Youssoufa Moukoko,de GER,2004.0
1629,Loris Mouyokolo,cg CGO,2001.0
1634,Sebastian Müller,de GER,2001.0
1636,Joel Mumbongo,se SWE,1999.0
1643,Vedat Muriqi,xk KVX,1994.0
1646,Petar Musa,hr CRO,1998.0
1649,Yunus Musah,us USA,2002.0
1655,Joakim Mæhle,dk DEN,1997.0
1668,Roberto Navarro,es ESP,2002.0
1673,Iliman Ndiaye,fr FRA,1999.0
1675,Bridge Ndilu,fr FRA,2000.0
1677,Dan Ndoye,ch SUI,2000.0
1678,Paul Nebel,de GER,2002.0
1679,Álvaro Negredo,es ESP,1985.0
1683,Luca Netz,de GER,2003.0
1688,Yvan Neyou,cm CMR,1997.0
1696,Mamor Niang,sn SEN,2002.0
1698,Manuel Nieto,es ESP,1998.0
1700,Joakim Nilsson,se SWE,1994.0
1702,Nino,es ESP,1980.0
1706,Niels Nkounkou,fr FRA,2000.0
1708,Dan Nlundulu,eng ENG,1999.0
1714,Olivier Ntcham,fr FRA,1996.0
1718,Kelechi Nwakali,ng NGA,1998.0
1722,M'Bala Nzola,ao ANG,1996.0
1725,Dara O'Shea,ie IRL,1999.0
1730,Brain Oddei,it ITA,2002.0
1736,Masaya Okugawa,jp JPN,1996.0
1745,Jerome Onguene,cm CMR,1997.0
1747,Josh Onomah,eng ENG,1997.0
1757,Yordan Osorio,ve VEN,1994.0
1758,Owen Otasowie,us USA,2001.0
1764,Thomas Ouwejan,nl NED,1996.0
1773,Mattia Pagliuca,it ITA,2002.0
1777,Helibelton Palacios,co COL,1993.0
1778,Ante Palaversa,hr CRO,2000.0
1781,Antonio Palumbo,it ITA,1996.0
1785,Matondo-Merveille Papela,de GER,2001.0
1797,Christian Pastina,it ITA,2001.0
1799,John Patrick,es ESP,2003.0
1803,Strahinja Pavlović,rs SRB,2001.0
1809,Pedri,es ESP,2002.0
1813,Graziano Pellè,it ITA,1985.0
1817,Facundo Pellistri,uy URU,2001.0
1821,Timothee Pembele,fr FRA,2002.0
1823,Pepe,es ESP,2000.0
1825,Alberto Perea,es ESP,1990.0
1828,Danilo Pereira,pt POR,1991.0
1840,Luis Pérez,es ESP,1995.0
1841,Manuel Perez,fr FRA,1991.0
1842,Nehuén Pérez,ar ARG,2000.0
1850,Jens Petter Hauge,no NOR,1999.0
1857,Kalvin Phillips,eng ENG,1995.0
1859,Nathaniel Phillips,eng ENG,1997.0
1865,Amos Pieper,de GER,1998.0
1870,Yeremi Pino,es ESP,2002.0
1879,Dani Plomer,es ESP,1998.0
1880,Tommaso Pobega,it ITA,1999.0
1887,Jorge Pombo,es ESP,1994.0
1903,Manuel Prietl,at AUT,1991.0
1918,Simone Rabbi,it ITA,2001.0
1920,Uroš Račić,rs SRB,1998.0
1924,Aleksandar Radovanović,rs SRB,1993.0
1934,Jacob Ramsey,eng ENG,2001.0
1946,Harrison Reed,eng ENG,1995.0
1952,Reinier,br BRA,2002.0
1953,Francisco Reis Ferreira,pt POR,1997.0
1954,Rocco Reitz,de GER,2002.0
1959,Oriol Rey,es ESP,1998.0
1961,Bryan Reynolds,us USA,2001.0
1963,Ricard,es ESP,2000.0
1965,Giacomo Ricci,it ITA,1996.0
1966,Matteo Ricci,it ITA,1994.0
1970,Lewis Richardson,eng ENG,2003.0
1986,Tyler Roberts,wal WAL,1999.0
1988,Antonee Robinson,us USA,1997.0
1996,Joe Rodon,wal WAL,1997.0
1999,Rodrigo,es ESP,2000.0
2006,Miguel Rodríguez,es ESP,2003.0
2008,Víctor Rodríguez,es ESP,1989.0
2012,Luis Rojas,cl CHI,2002.0
2028,Kevin Rüegg,ch SUI,1998.0
2031,Matteo Ruggeri,it ITA,2002.0
2035,Isma Ruiz,es ESP,2001.0
2036,Kays Ruiz,ma MAR,2002.0
2038,Georginio Rutter,fr FRA,2002.0
2047,Modibo Sagnan,ml MLI,1999.0
2053,Moïse Sakava,cm CMR,2000.0
2061,Salvi,es ESP,1991.0
2072,Juan Sánchez Miño,ar ARG,1990.0
2103,Romaine Sawyers,kn SKN,1991.0
2105,Dane Scarlett,eng ENG,2004.0
2107,Aurélien Scheidler,fr FRA,1998.0
2117,Romano Schmid,at AUT,2000.0
2124,Jacopo Segre,it ITA,1997.0
2126,Malik Sellouki,fr FRA,2000.0
2128,Léo Sena,br BRA,1995.0
2130,Jaime Seoane,es ESP,1997.0
2134,Nils Seufert,de GER,1997.0
2135,Edgar Sevikyan,ru RUS,2001.0
2137,Jamie Shackleton,eng ENG,1999.0
2142,Eldor Shomurodov,uz UZB,1995.0
2143,Shola Shoretire,eng ENG,2004.0
2144,Mahame Siby,fr FRA,1996.0
2145,Abdoulaye Sidibé,fr FRA,2002.0
2155,Caio Henrique Oliveira Silva,br BRA,1997.0
2157,Fábio Silva,pt POR,2002.0
2158,Florent da Silva,fr FRA,2003.0
2160,Gastón Silva,uy URU,1994.0
2165,Jóan Símun Edmundsson,fo FRO,1991.0
2169,Issouf Sissokho,ml MLI,2002.0
2172,Nelson Sissoko,fr FRA,1997.0
2190,Simon Sohm,ch SUI,2001.0
2191,Augusto Solari,ar ARG,1992.0
2194,Son,es ESP,1994.0
2195,Brandon Soppy,fr FRA,2002.0
2197,Alberto Soro,es ESP,1999.0
2199,Florian Sotoca,fr FRA,1990.0
2201,Cheick Souaré,fr FRA,2002.0
2204,Cebio Soukou,bj BEN,1992.0
2208,Yaya Soumaré,fr FRA,2000.0
2211,Saidou Sow,gn GUI,2002.0
2230,Pascal Struijk,nl NED,1999.0
2242,Abdoulaye Sylla,gn GUI,2000.0
2253,Renato Tapia,pe PER,1995.0
2257,Percy Tau,za RSA,1994.0
2258,Niklas Tauer,de GER,2001.0
2259,Heriberto Tavares,pt POR,1997.0
2260,Sidnei Tavares,pt POR,2001.0
2261,Tomás Tavares,pt POR,2001.0
2264,Allan Tchaptchet,fr FRA,2001.0
2265,Warren Tchimbembé,fr FRA,1998.0
2269,Alex Telles,br BRA,1992.0
2270,Andrés Tello,co COL,1996.0
2275,Claudio Terzi,it ITA,1984.0
2290,Cheikh Tidiane Sabaly,sn SEN,1999.0
2293,Steffen Tigges,de GER,1998.0
2294,Guus Til,nl NED,1997.0
2309,Tyron Tormin,fr FRA,2001.0
2323,Conor Townsend,eng ENG,1993.0
2324,Mattéo Tramoni,fr FRA,2000.0
2326,Amadou Traore,fr FRA,2002.0
2336,Francisco Trincão,pt POR,1999.0
2340,Alexis Trouillet,fr FRA,2000.0
2341,Adrien Truffert,fr FRA,2001.0
2342,Marvin Tshibuabua,fr FRA,2002.0
2343,Kostas Tsimikas,gr GRE,1996.0
2345,Alessandro Tuia,it ITA,1990.0
2347,Tuta,br BRA,1999.0
2348,Iyenoma Udogie,it ITA,2002.0
2350,Naomichi Ueda,jp JPN,1994.0
2357,Eugeni Valderrama,es ESP,1994.0
2358,Lautaro Valenti,ar ARG,1999.0
2373,Gabriel Veiga,es ESP,2002.0
2376,Joël Veltman,nl NED,1992.0
2381,Gonzalo Verdú,es ESP,1988.0
2383,Edoardo Vergani,it ITA,2001.0
2389,Iñigo Vicente,es ESP,1998.0
2395,Luca Vignali,it ITA,1996.0
2403,Vitinha,pt POR,2000.0
2406,Michel Vlap,nl NED,1997.0
2407,Andreas Voglsammer,de GER,1992.0
2409,Mërgim Vojvoda,xk KVX,1995.0
2416,Miloš Vulić,rs SRB,1996.0
2418,Franklin Wadja,cm CMR,1995.0
2425,Silas Wamangituka,cd COD,1999.0
2430,Ollie Watkins,eng ENG,1995.0
2431,Caleb Watts,au AUS,2002.0
2436,Shon Weissman,il ISR,1996.0
2442,Ben White,eng ENG,1997.0
2449,Rhys Williams,eng ENG,2001.0
2456,Yoane Wissa,cd COD,1996.0
2463,Joscha Wosz,de GER,2002.0
2466,Reinhold Yabo,de GER,1992.0
2471,Burak Yılmaz,tr TUR,1985.0
2477,Wilitty Younoussa,cm CMR,2001.0
2489,Gabriele Zappa,it ITA,1999.0
2491,Oier Zarraga,es ESP,1999.0
2493,Deyovaisio Zeefuik,nl NED,1998.0
2496,Andi Zeqiri,ch SUI,1999.0
2497,Mehdi Zerkane,dz ALG,1999.0
2502,Hakim Ziyech,ma MAR,1993.0
0,Vincent Aboubakar,cm CMR,1992.0
1,Michel Aebischer,ch SUI,1997.0
6,Emre Akbaba,tr TUR,1992.0
7,Yunus Akgün,tr TUR,2000.0
8,Ilzat Akhmetov,ru RUS,1997.0
16,Alef,br BRA,1995.0
21,André Almeida,pt POR,1990.0
23,Mohamed Aly Camara,gn GUI,1997.0
34,Serdar Aziz,tr TUR,1990.0
35,Srđan Babić,rs SRB,1996.0
37,Michalis Bakakis,gr GRE,1991.0
38,Anastasios Bakasetas,gr GRE,1993.0
41,Dmitri Barinov,ru RUS,1996.0
45,Ömer Bayram,tr TUR,1991.0
50,Younès Belhanda,ma MAR,1990.0
56,Steve von Bergen,ch SUI,1983.0
60,Leonardo Bertone,ch SUI,1994.0
63,Jaka Bijol,si SVN,1999.0
64,Kristijan Bistrović,hr CRO,1998.0
67,Richmond Boakye,gh GHA,1993.0
69,Serhiy Bolbat,ua UKR,1993.0
72,Yacine Brahimi,dz ALG,1990.0
79,Bohdan Butko,ua UKR,1991.0
87,Nicolás Castillo,cl CHI,1993.0
88,Goran Čaušić,rs SRB,1992.0
91,Muğdat Çelik,tr TUR,1990.0
92,Aleš Čermák,cz CZE,1994.0
93,Franco Cervi,ar ARG,1994.0
